Country,City,Total Tons,First Mission,Last Mission,Num Missions,location,direccion,lat,lon
FRANCE,FORET DE NIEPPE,3401.0,7/28/1944,8/5/1944,15,"Forêt de Nieppe - Bois Clébert, Morbecque, Dunkerque, Nord, Hauts-de-France, France métropolitaine, 59190, France","FORET DE NIEPPE, France",50.6833584,2.5566932
FRANCE,FORET DE PARROY,64.0,9/28/1944,9/28/1944,7,"Forêt Domaniale de Parroy, Parroy, Lunéville, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54370, France","FORET DE PARROY, France",48.6417114,6.6077624
FRANCE,FORET DE PERSEIGNE,147.0,8/6/1944,8/6/1944,3,"Forêt de Perseigne, Neufchâtel-en-Saosnois, Mamers, Sarthe, Pays de la Loire, France métropolitaine, 72600, France","FORET DE PERSEIGNE, France",48.4027342,0.2435079
FRANCE,FORET DE RAISMES,77.0,9/3/1943,9/3/1943,2,"Forêt de Raismes-Saint-Amand-Wallers, Saint-Amand-les-Eaux, Valenciennes, Nord, Hauts-de-France, France métropolitaine, 59230, France","FORET DE RAISMES, France",50.428939,3.4765325
FRANCE,FORET DE ROUMARE,266.0,8/11/1944,8/16/1944,13,"Forêt de Roumare, Saint-Pierre-de-Manneville, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76113, France","FORET DE ROUMARE, France",49.3898104,0.9631351
FRANCE,FORET DE SAMOUSSY,72.0,8/27/1944,8/27/1944,3,"Forêt domaniale de Samoussy, Marchais, Laon, Aisne, Hauts-de-France, France métropolitaine, 02350, France","FORET DE SAMOUSSY, France",49.5856325,3.7864122
FRANCE,FORET DE SENOCHES,1020.0,6/17/1944,7/28/1944,24,,"FORET DE SENOCHES, France",,
FRANCE,FORET DE SILLE,76.0,8/5/1944,8/5/1944,4,"Forêt domaniale de Sillé-le-Guillaume, Saint-Pierre-sur-Orthe, Mayenne, Pays de la Loire, France métropolitaine, 53160, France","FORET DE SILLE, France",48.204748,-0.1513808
FRANCE,FORET DE ST SAENS,171.0,7/8/1944,8/2/1944,9,"Bois de l'Abbaye, Les Hogues, Saint-Saëns, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76680, France","FORET DE ST SAENS, France",49.6666781,1.2932361
FRANCE,FORET DEANY,439.0,6/27/1944,6/27/1944,1,,"FORET DEANY, France",,
FRANCE,FORET DU CORBEAU,141.0,8/25/1944,8/25/1944,3,,"FORET DU CORBEAU, France",,
FRANCE,FORET DU CROC,1007.0,7/20/1944,8/9/1944,11,,"FORET DU CROC, France",,
FRANCE,FORETDENIEPPE HAZEBR,1179.0,8/2/1944,8/9/1944,8,,"FORETDENIEPPE HAZEBR, France",,
FRANCE,FORGES,60.0,7/31/1944,7/31/1944,4,"Forges, Provins, Seine-et-Marne, France métropolitaine, 77130, France","FORGES, France",48.4193206,2.9603646
FRANCE,FORT MARDICK,528.0,4/27/1944,9/2/1943,12,,"FORT MARDICK, France",,
FRANCE,FORT PHILIPPE,152.0,4/20/1944,8/8/1943,7,"Grand-Fort-Philippe, Dunkerque, Nord, Hauts-de-France, France métropolitaine, 59153, France","FORT PHILIPPE, France",51.0014456,2.1045965
FRANCE,FORTMONT DE COUPLE,671.0,5/19/1944,5/31/1944,4,,"FORTMONT DE COUPLE, France",,
FRANCE,FOUGERES,477.0,6/6/1944,6/8/1944,4,"Fougères, Fougères-Vitré, Ille-et-Vilaine, Bretagne, France métropolitaine, 35300, France","FOUGERES, France",48.3503362,-1.1958526
FRANCE,FOUILLARD,416.0,6/15/1944,6/15/1944,1,"Thorigné-Fouillard, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, 35235, France","FOUILLARD, France",48.1535233,-1.5800238
FRANCE,FOULBEC,112.0,8/17/1944,8/17/1944,2,"Foulbec, Bernay, Eure, Normandie, France métropolitaine, 27210, France","FOULBEC, France",49.4006129,0.4230808
FRANCE,FOURNIVAL,693.0,8/26/1944,8/26/1944,21,"Fournival, Clermont, Oise, Hauts-de-France, France métropolitaine, 60130, France","FOURNIVAL, France",49.4669587,2.3872401
FRANCE,FRANZELLE,15.0,11/2/1940,11/2/1940,1,,"FRANZELLE, France",,
FRANCE,FREJUS,1188.0,8/10/1944,8/15/1944,36,"Fréjus, Draguignan, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, France","FREJUS, France",43.4330308,6.7360182
FRANCE,FRENOUVILLE,1191.0,7/18/1944,7/18/1944,51,"Frénouville, Caen, Calvados, Normandie, France métropolitaine, 14630, France","FRENOUVILLE, France",49.1390059,-0.2464264
FRANCE,FRESNOY,123.0,7/8/1944,8/3/1944,6,"Fresnoy, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62770, France","FRESNOY, France",50.3673,2.12834
FRANCE,FREVAL,173.0,1/25/1944,2/9/1944,5,"Freval, Fermanville, Cherbourg, Manche, Normandie, France métropolitaine, 50840, France","FREVAL, France",49.6929006,-1.441623
FRANCE,FREVENT,334.0,7/17/1944,8/8/1944,8,"Frévent, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62270, France","FREVENT, France",50.2782128,2.2929785
FRANCE,FROHEN,84.0,7/5/1944,7/5/1944,4,"Frohen-sur-Authie, Amiens, Somme, Hauts-de-France, France métropolitaine, 80370, France","FROHEN, France",50.2023219,2.2064512
FRANCE,FROMENTEL,212.0,7/28/1944,8/8/1944,7,"Fromentel, La Fresnaye-au-Sauvage, Putanges-le-Lac, Argentan, Orne, Normandie, France métropolitaine, 61210, France","FROMENTEL, France",48.7189211,-0.2670207
FRANCE,FRUGES BOIS DE COUP,159.0,12/31/1943,12/31/1943,3,,"FRUGES BOIS DE COUP, France",,
FRANCE,GAEL,318.0,6/10/1944,8/24/1940,16,"Gaël, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, 35290, France","GAEL, France",48.1321352,-2.2228673
FRANCE,GALLARD,145.0,6/12/1944,6/14/1944,5,"Gallard, Le Longeron, Sèvremoine, Cholet, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49710, France","GALLARD, France",47.0134522,-1.0667341
FRANCE,GAMACHES,30.0,7/11/1944,7/11/1944,4,"Gamaches, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80220, France","GAMACHES, France",49.9855234,1.5557176
FRANCE,GAPENNES,119.0,7/11/1944,7/11/1944,3,"Gapennes, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80150, France","GAPENNES, France",50.1825182,1.9540697
FRANCE,GASSICOURT,242.0,6/12/1944,7/8/1944,6,"Gassicourt, Mantes-la-Jolie, Yvelines, Île-de-France, France métropolitaine, 78200, France","GASSICOURT, France",49.0015403,1.6978224
FRANCE,GATTEVILLE,122.0,6/6/1944,6/6/1944,2,"Gatteville-le-Phare, Cherbourg, Manche, Normandie, France métropolitaine, 50760, France","GATTEVILLE, France",49.686724,-1.2827292
FRANCE,GENNEVILLIERS,1154.0,4/29/1942,9/29/1942,41,"Gennevilliers, Nanterre, Hauts-de-Seine, France métropolitaine, 92230, France","GENNEVILLIERS, France",48.9254221,2.2940122
FRANCE,GIEN,273.0,7/17/1944,7/6/1944,8,"Gien, Montargis, Loiret, Centre-Val de Loire, France métropolitaine, 45500, France","GIEN, France",47.6918575,2.6313889
FRANCE,GIRONDE RIVER,62.0,12/31/1943,12/31/1943,1,"La Charmoise, Fontenay-lès-Briis, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91640, France","GIRONDE RIVER, France",48.6046043,2.1573168
FRANCE,GIVERVILLE,88.0,7/18/1944,7/18/1944,4,"Giverville, Bernay, Eure, Normandie, France métropolitaine, 27560, France","GIVERVILLE, France",49.19497,0.56879
FRANCE,GIVET,5.0,6/28/1944,7/31/1941,3,"Givet, Charleville-Mézières, Ardennes, Grand Est, France métropolitaine, 08600, France","GIVET, France",50.1362582,4.8248698
FRANCE,GIVORS,1478.0,5/25/1944,8/6/1944,9,"Givors, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69700, France","GIVORS, France",45.5844238,4.7696529
FRANCE,GLACIERE LA,1146.0,4/20/1944,5/8/1944,36,"Saint-Éloy-la-Glacière, Ambert, Puy-de-Dôme, Auvergne-Rhône-Alpes, France métropolitaine, 63890, France","GLACIERE LA, France",45.5610557,3.5733175
FRANCE,GLENNES,22.0,2/26/1945,2/26/1945,2,"Glennes, Les Septvallons, Soissons, Aisne, Hauts-de-France, France métropolitaine, 02160, France","GLENNES, France",49.3513928,3.7182872
FRANCE,GONDRECOURT,16.0,7/6/1944,7/6/1944,2,"Gondrecourt-Aix, Val-de-Briey, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54800, France","GONDRECOURT, France",49.2456543,5.7677356
FRANCE,GORENFLOS,1303.0,1/14/1944,6/25/1944,32,"Gorenflos, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80690, France","GORENFLOS, France",50.0957914,2.0494281
FRANCE,GOSNAY,28.0,11/8/1941,9/21/1941,10,"Gosnay, Béthune, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62199, France","GOSNAY, France",50.5082881,2.5851405
FRANCE,GOURNAY,216.0,8/2/1944,8/8/1944,9,"Gournay, La Châtre, Indre, Centre-Val de Loire, France métropolitaine, 36230, France","GOURNAY, France",46.5831488,1.7310714
FRANCE,GRAND QUEVILLY,9.0,9/18/1941,9/20/1941,2,"Grand Quevilly, Boulevard Alsace-Lorraine, Soulac-sur-Mer, Lesparre-Médoc, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33780, France","GRAND QUEVILLY, France",45.5085325,-1.1285285
FRANCE,GRANVILLE,652.0,6/12/1944,7/8/1944,18,"Granville, Avranches, Manche, Normandie, France métropolitaine, 50400, France","GRANVILLE, France",48.8376296,-1.5959177
FRANCE,GRAVELINES,1322.0,10/16/1940,9/10/1941,46,"Gravelines, Dunkerque, Nord, Hauts-de-France, France métropolitaine, 59820, France","GRAVELINES, France",50.9870697,2.1273118
FRANCE,GRENOBLE,239.0,5/26/1944,8/16/1944,3,"Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, France","GRENOBLE, France",45.1875602,5.7357819
FRANCE,GRIMONE,720.0,1/23/1944,6/23/1944,26,"Grimone, Glandage, Die, Drôme, Auvergne-Rhône-Alpes, France métropolitaine, 26410, France","GRIMONE, France",44.6960662,5.635832
FRANCE,GRIS NEZ,19.0,12/20/1940,8/19/1940,2,"Gris Nez, Rue de Dunkerque, Courcelles-lès-Lens, Lens, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62970, France","GRIS NEZ, France",50.4194624,3.027536
FRANCE,GRISBECQ,597.0,6/5/1944,6/5/1944,2,,"GRISBECQ, France",,
FRANCE,GROSLEY,170.0,7/23/1944,7/28/1944,6,"Grosley-sur-Risle, Bernay, Eure, Normandie, France métropolitaine, 27170, France","GROSLEY, France",49.0455744,0.8015148
FRANCE,GUESCHART,600.0,1/14/1944,12/24/1943,9,"Gueschart, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80150, France","GUESCHART, France",50.2389873,2.0114774
FRANCE,GUINES,8.0,1/10/1941,9/6/1940,13,"Guînes, Calais, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62340, France","GUINES, France",50.8690859,1.8704408
FRANCE,GUYANCOURT,519.0,6/15/1944,6/17/1944,15,"Guyancourt, Versailles, Yvelines, Île-de-France, France métropolitaine, 78280, France","GUYANCOURT, France",48.7709414,2.0706084
FRANCE,GUYENCOURT,336.0,6/22/1944,6/22/1944,7,"Guyencourt, Laon, Aisne, Hauts-de-France, France métropolitaine, 02160, France","GUYENCOURT, France",49.3572,3.83788
FRANCE,HAGENAU,1080.0,11/17/1944,8/14/1944,46,"Haguenau, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67500, France","HAGENAU, France",48.8172236,7.7885978
FRANCE,HAM,175.0,6/14/1944,8/28/1944,7,"Ham, Péronne, Somme, Hauts-de-France, France métropolitaine, 80400, France","HAM, France",49.746322,3.0733031
FRANCE,HANTAY,63.0,7/6/1944,7/6/1944,3,"Hantay, Lille, Nord, Hauts-de-France, France métropolitaine, 59496, France","HANTAY, France",50.5339677,2.8675116
FRANCE,HARDELOT,1683.0,4/27/1944,9/19/1944,64,"Neufchâtel-Hardelot, Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62152, France","HARDELOT, France",50.6188491,1.6306156
FRANCE,HARKINGKELLES,252.0,6/2/1944,8/22/1940,4,,"HARKINGKELLES, France",,
FRANCE,HARNES,90.0,8/3/1944,8/3/1944,2,"Harnes, Lens, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62440, France","HARNES, France",50.44741,2.9068246
FRANCE,HAUT MAISNIL,395.0,7/17/1944,8/8/1944,13,"Le Haut Quesnoy, Le Maisnil, Lille, Nord, Hauts-de-France, France métropolitaine, 59134, France","HAUT MAISNIL, France",50.612092,2.8783776
FRANCE,HAUTECOTE,207.0,6/20/1944,6/20/1944,3,"Nuncq-Hautecôte, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62270, France","HAUTECOTE, France",50.305812,2.2877407
FRANCE,HAZEBROUCK,793.0,3/19/1944,9/4/1943,31,"Hazebrouck, Dunkerque, Nord, Hauts-de-France, France métropolitaine, 59190, France","HAZEBROUCK, France",50.7226113,2.5360331
FRANCE,HEBECREVON,1713.0,7/25/1944,7/25/1944,19,"Hébécrevon, Thèreval, Saint-Lô, Manche, Normandie, France métropolitaine, 50180, France","HEBECREVON, France",49.1265922,-1.1663789
FRANCE,HELICOURT,64.0,7/11/1944,8/3/1944,4,"Hélicourt, Tilloy-Floriville, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80220, France","HELICOURT, France",49.9977209,1.575107
FRANCE,HENINLITTARD,176.0,8/25/1944,8/25/1944,12,,"HENINLITTARD, France",,
FRANCE,HERBOUVILLE,179.0,1/27/1944,2/28/1944,7,"Herbouville La Brédache, Brévainville, Vendôme, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41160, France","HERBOUVILLE, France",47.9557641,1.2905971
FRANCE,HERMANVILLE,303.0,6/1/1944,6/2/1944,9,"Hermanville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76730, France","HERMANVILLE, France",49.8197796,0.986587
FRANCE,HESDIN,855.0,1/24/1944,9/2/1943,16,"Hesdin, Hesdin-la-Forêt, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62140, France","HESDIN, France",50.3738145,2.038979
FRANCE,HEUDEIRE,288.0,4/27/1944,5/7/1944,6,,"HEUDEIRE, France",,
FRANCE,HEURINGHEM,603.0,1/21/1944,4/22/1944,15,"Heuringhem, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62575, France","HEURINGHEM, France",50.6960592,2.2836683
FRANCE,HIRSON,896.0,3/25/1944,3/6/1944,16,"Hirson, Vervins, Aisne, Hauts-de-France, France métropolitaine, 02500, France","HIRSON, France",49.9203419,4.0837186
FRANCE,HOLQUE,60.0,6/24/1944,6/25/1944,2,"Holque, Dunkerque, Nord, Hauts-de-France, France métropolitaine, 59143, France","HOLQUE, France",50.8536966,2.2036164
FRANCE,HONFLEUR,6.0,10/22/1941,10/22/1941,2,"Honfleur, Lisieux, Calvados, Normandie, France métropolitaine, 14600, France","HONFLEUR, France",49.4197222,0.2338889
FRANCE,HOUDAN,28.0,8/7/1944,8/7/1944,2,"Houdan, Mantes-la-Jolie, Yvelines, Île-de-France, France métropolitaine, 78550, France","HOUDAN, France",48.7912001,1.6019247
FRANCE,HOULGATE,879.0,6/20/1944,7/5/1944,13,"Houlgate, Lisieux, Calvados, Normandie, France métropolitaine, 14510, France","HOULGATE, France",49.3008653,-0.0751662
FRANCE,HOUPPEVILLE,168.0,7/17/1944,8/2/1944,6,"Houppeville, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76770, France","HOUPPEVILLE, France",49.5097935,1.0813157
FRANCE,HULL LOUPOLN,11.0,6/29/1944,6/29/1944,1,,"HULL LOUPOLN, France",,
FRANCE,HUMIERES,273.0,7/6/1944,8/3/1944,15,"Humières, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62130, France","HUMIERES, France",50.3872243,2.2037707
FRANCE,I DE PONQUEROLLES,141.0,8/12/1944,8/12/1944,6,,"I DE PONQUEROLLES, France",,
FRANCE,ILE DE CEZEMBRE,1125.0,8/11/1944,8/7/1944,48,"Île de Cézembre, Saint-Malo, Ille-et-Vilaine, Bretagne, France métropolitaine, 35400, France","ILE DE CEZEMBRE, France",48.6768428,-2.0715022
FRANCE,ILE DU LEVANT,162.0,8/11/1944,8/11/1944,3,"Île du Levant, Hyères, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83400, France","ILE DU LEVANT, France",43.0283395,6.4684372
FRANCE,ILE RATENNEAU,1029.0,8/24/1944,8/27/1944,33,,"ILE RATENNEAU, France",,
FRANCE,ILLIERS,807.0,6/12/1944,7/4/1944,21,"Illiers, Saint-Laurent-de-Terregatte, Avranches, Manche, Normandie, France métropolitaine, 50240, France","ILLIERS, France",48.5697674,-1.2766671
FRANCE,ISIGNY,66.0,6/8/1944,6/8/1944,6,"Isigny, Hardinvast, Cherbourg, Manche, Normandie, France métropolitaine, 50690, France","ISIGNY, France",49.589798,-1.6392751
FRANCE,ISTRES,1173.0,1/21/1944,8/16/1944,19,"Istres, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, France","ISTRES, France",43.5139051,4.9884323
FRANCE,JAFFE,560.0,4/15/1945,4/15/1945,16,"Jaffe, Saint-Sulpice-de-Royan, Rochefort, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17200, France","JAFFE, France",45.660176,-1.0238903
FRANCE,JARD RIVER,72.0,8/6/1944,8/6/1944,4,"Rivière Saint-James, Saint-Pierre, Martinique, 97250, France","JARD RIVER, France",14.7496397,-61.169323
FRANCE,JOIGNY,1324.0,6/25/1944,8/8/1944,23,"Joigny, Sens, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89300, France","JOIGNY, France",47.9812486,3.3995767
FRANCE,JUKSEY,280.0,7/17/1944,8/8/1944,9,,"JUKSEY, France",,
FRANCE,JUNAINCOURT,46.0,3/3/1944,3/3/1944,2,,"JUNAINCOURT, France",,
FRANCE,JUVINCOURT,1647.0,5/9/1944,7/23/1944,42,"Juvincourt-et-Damary, Laon, Aisne, Hauts-de-France, France métropolitaine, 02190, France","JUVINCOURT, France",49.4470371,3.8934212
FRANCE,JUVISY SUR ORGE,527.0,5/27/1944,8/3/1944,9,"Juvisy-sur-Orge, Palaiseau, Essonne, France métropolitaine, 91260, France","JUVISY SUR ORGE, France",48.6904063,2.373809
FRANCE,JUZENNECOURT,1233.0,6/16/1944,8/12/1944,30,"Juzennecourt, Chaumont, Haute-Marne, Grand Est, France métropolitaine, 52330, France","JUZENNECOURT, France",48.1836887,4.9792081
FRANCE,KEMBS,72.0,10/7/1944,10/7/1944,1,"Kembs, Mulhouse, Haut-Rhin, Grand Est, France métropolitaine, 68680, France","KEMBS, France",47.6895561,7.5048054
FRANCE,KERDREIN,144.0,8/25/1944,8/25/1944,3,"Kerdrein, Glomel, Guingamp, Côtes-d'Armor, Bretagne, France métropolitaine, 22110, France","KERDREIN, France",48.1829157,-3.3753014
FRANCE,KERLIN,1248.0,6/7/1944,9/23/1943,42,"Kerlin, Saint-Philibert, Trégunc, Quimper, Finistère, Bretagne, France métropolitaine, 29910, France","KERLIN, France",47.8088748,-3.8483349
FRANCE,L ISLE ADAM,954.0,7/5/1944,8/9/1944,27,"L'Isle-Adam, Pontoise, Val-d'Oise, Île-de-France, France métropolitaine, 95290, France","L ISLE ADAM, France",49.1125294,2.2186324
FRANCE,LA BARBERIE,114.0,7/4/1944,7/4/1944,2,"La Barberie, Fumichon, Lisieux, Calvados, Normandie, France métropolitaine, 14590, France","LA BARBERIE, France",49.180626,0.3689164
FRANCE,LA BARRE,0.0,7/10/1944,7/10/1944,1,"La Barre, Vesoul, Haute-Saône, Bourgogne-Franche-Comté, France métropolitaine, 70190, France","LA BARRE, France",47.4042066,6.1789917
FRANCE,LA BASSEE,7.0,9/26/1941,9/26/1941,1,"La Bassée, Lille, Nord, Hauts-de-France, France métropolitaine, 59480, France","LA BASSEE, France",50.5316305,2.8046597
FRANCE,LA BELLE,76.0,8/13/1944,8/13/1944,1,"La Belle, Mareuil en Périgord, Nontron, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24340, France","LA BELLE, France",45.4396538,0.4780927
FRANCE,LA BELLE HOTESSE,198.0,6/20/1944,6/20/1944,6,"La Belle Hôtesse, Coutances, Manche, Normandie, France métropolitaine, 50200, France","LA BELLE HOTESSE, France",49.0647485,-1.4547201
FRANCE,LA BRETEQUE,169.0,8/1/1944,8/9/1944,5,"La Bretèque, Bois-Guillaume, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76230, France","LA BRETEQUE, France",49.4852677,1.1061373
FRANCE,LA CHAPELLE EN JAGE,1876.0,7/25/1944,8/3/1944,24,,"LA CHAPELLE EN JAGE, France",,
FRANCE,LA CHENAIE,140.0,8/3/1944,8/3/1944,2,"La Chenaie, Bonneuil-en-Valois, Senlis, Oise, Hauts-de-France, France métropolitaine, 60123, France","LA CHENAIE, France",49.2815489,3.0016065
FRANCE,LA CROISILLE,218.0,7/23/1944,7/31/1944,8,"La Croisille, Évreux, Eure, Normandie, France métropolitaine, 27190, France","LA CROISILLE, France",48.9824742,0.9765118
FRANCE,LA FAVERIE,132.0,6/10/1944,6/10/1944,4,"La Faverie, Clécy, Caen, Calvados, Normandie, France métropolitaine, 14570, France","LA FAVERIE, France",48.9049214,-0.4734588
FRANCE,LA FERRIERE AU DOYE,128.0,8/17/1944,8/17/1944,4,,"LA FERRIERE AU DOYE, France",,
FRANCE,LA FERRIERE BACHET,21.0,7/6/1944,7/6/1944,3,,"LA FERRIERE BACHET, France",,
FRANCE,LA FERTE BERNARD,87.0,7/8/1944,7/8/1944,3,"La Ferté-Bernard, Mamers, Sarthe, Pays de la Loire, France métropolitaine, 72400, France","LA FERTE BERNARD, France",48.1860576,0.6554511
FRANCE,LA FERTE MACE,70.0,8/12/1944,8/12/1944,2,"La Ferté-Macé, Argentan, Orne, Normandie, France métropolitaine, 61600, France","LA FERTE MACE, France",48.5895488,-0.3584924
FRANCE,LA FOSSE CORDUAN,315.0,6/5/1944,6/5/1944,6,"La Fosse-Corduan, Nogent-sur-Seine, Aube, Grand Est, France métropolitaine, 10100, France","LA FOSSE CORDUAN, France",48.4427066,3.6512139
FRANCE,LA FRILLIERE,274.0,6/15/1944,6/8/1944,4,"La Frillière, Vouvray, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37210, France","LA FRILLIERE, France",47.3961068,0.8279929
FRANCE,LA GLACERIE,795.0,1/1/1944,4/4/1944,25,"La Glacerie, Cherbourg-en-Cotentin, Cherbourg, Manche, Normandie, France métropolitaine, 50470, France","LA GLACERIE, France",49.6048279,-1.5831838
FRANCE,LA GLORAIRE,159.0,3/26/1944,3/26/1944,3,,"LA GLORAIRE, France",,
FRANCE,LA GOUESNIERE,68.0,7/28/1944,7/28/1944,4,"La Gouesnière, Saint-Malo, Ille-et-Vilaine, Bretagne, France métropolitaine, 35350, France","LA GOUESNIERE, France",48.6048797,-1.8925099
FRANCE,LA GRANDE VALLEE,480.0,7/17/1944,8/8/1944,15,"La Grande Vallee, Chaserey, Troyes, Aube, Grand Est, France métropolitaine, 10210, France","LA GRANDE VALLEE, France",47.9577179,4.0607286
FRANCE,LA GRAVERIE,64.0,6/8/1944,6/8/1944,4,"La Graverie, Souleuvre-en-Bocage, Vire, Calvados, Normandie, France métropolitaine, 14350, France","LA GRAVERIE, France",48.89463,-0.8813182
FRANCE,LA HAYE,1728.0,6/1/1944,8/28/1944,21,"La Haye, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76780, France","LA HAYE, France",49.4663872,1.4418997
FRANCE,LA HAYE DU PUITS,182.0,6/12/1944,6/8/1944,4,"La Haye-du-Puits, La Haye, Coutances, Manche, Normandie, France métropolitaine, 50250, France","LA HAYE DU PUITS, France",49.2910526,-1.545089
FRANCE,LA HAYE PESNEL,93.0,7/24/1944,7/24/1944,3,"La Haye-Pesnel, Avranches, Manche, Normandie, France métropolitaine, 50320, France","LA HAYE PESNEL, France",48.7949375,-1.3965379
FRANCE,LA HOLLANDE,60.0,3/24/1945,3/24/1945,3,"La Hollande, Saint-Ciers-de-Canesse, Blaye, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33710, France","LA HOLLANDE, France",45.0909926,-0.6052283
FRANCE,LA HOUSSOYE,618.0,7/17/1944,8/8/1944,18,"La Houssoye, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60390, France","LA HOUSSOYE, France",49.3543903,1.9421609
FRANCE,LA LOUPE,351.0,6/17/1944,7/6/1944,12,"La Loupe, Nogent-le-Rotrou, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28240, France","LA LOUPE, France",48.4737,1.02521
FRANCE,LA MARRE,88.0,6/22/1944,6/22/1944,2,"La Marre, Lons-le-Saunier, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39210, France","LA MARRE, France",46.7341,5.69725
FRANCE,LA MEILLARD,72.0,1/14/1944,1/14/1944,3,"La Haute Brenne, Meillard, Moulins, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03500, France","LA MEILLARD, France",46.4042756,3.2311928
FRANCE,LA MORINIERE,14.0,7/4/1944,7/4/1944,10,"La Moriniere, Bouchamps-lès-Craon, Château-Gontier, Mayenne, Pays de la Loire, France métropolitaine, 53800, France","LA MORINIERE, France",47.7868794,-0.9803431
FRANCE,LA PALLICE,2482.0,11/18/1942,9/16/1943,84,"La Pallice, La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17000, France","LA PALLICE, France",46.1618661,-1.2133928
FRANCE,LA PERNELLE,1243.0,5/19/1944,6/7/1944,12,"La Pernelle, Cherbourg, Manche, Normandie, France métropolitaine, 50630, France","LA PERNELLE, France",49.6190242,-1.2992649
FRANCE,LA PHILIBERTE FERME,88.0,7/14/1944,7/14/1944,2,,"LA PHILIBERTE FERME, France",,
FRANCE,LA POSSONIERE,294.0,6/15/1944,7/19/1944,4,"Maison natale de Ronsard, Chemin du Vaugarnier, Le Vaugarnier, Couture-sur-Loir, Vallée-de-Ronsard, Vendôme, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41800, France","LA POSSONIERE, France",47.7466013,0.6923992
FRANCE,LA POTSVIE AU PENCH,18.0,7/6/1944,7/6/1944,2,,"LA POTSVIE AU PENCH, France",,
FRANCE,LA POURCHINTE,282.0,9/1/1944,9/1/1944,3,"Rue de la Pourchinte, Elnes, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62380, France","LA POURCHINTE, France",50.6942224,2.1277878
FRANCE,LA PUISAYE,78.0,8/5/1944,8/5/1944,2,"La Puisaye, Dreux, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28250, France","LA PUISAYE, France",48.6083912,0.9572946
FRANCE,LA RABELLERIE,78.0,8/17/1944,8/17/1944,2,"La Rabellerie, Chisseaux, Loches, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37150, France","LA RABELLERIE, France",47.3402704,1.1023342
FRANCE,LA RICAMARIE,78.0,3/10/1944,3/10/1944,1,"La Ricamarie, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42150, France","LA RICAMARIE, France",45.4037177,4.3660765
